"Iteration","c_d Monitor: c_d Monitor","c_l Monitor: c_l Monitor"
1.0,1.181336795809187,1.5341476942527268
2.0,0.8349055536782796,1.0249962254927405
3.0,0.3869520260211854,0.7193910859591812
4.0,0.22849481336609823,0.6249485924795615
5.0,0.1619350852316092,0.5985843163875507
6.0,0.13428339838338707,0.5889512788001383
7.0,0.11947687508182854,0.5948494486129431
8.0,0.1109407804326143,0.6044143433852908
9.0,0.10491463740112318,0.6256974087565599
10.0,0.09959532552563202,0.6525035291985192
11.0,0.09498627067304645,0.6818109035624081
12.0,0.09125102669141161,0.7085749962940389
13.0,0.08810020253362003,0.7325471360045108
14.0,0.08541745075483806,0.7519466679022675
15.0,0.08288239428065723,0.769357617594215
16.0,0.08051082618016586,0.7850491690950211
17.0,0.07810502544611533,0.7979429445223716
18.0,0.07572437600531991,0.8090904978474818
19.0,0.07344062721930245,0.8186867383328846
20.0,0.07134971524287056,0.8272768641881153
21.0,0.06946496725421769,0.8351250318313572
22.0,0.06779107492137296,0.842487680384984
23.0,0.06629422485402417,0.8492628126101035
24.0,0.06495262772305657,0.8555114055118624
25.0,0.06375363418252926,0.8613224735699906
26.0,0.06268520194233979,0.8666842986611037
27.0,0.061720984369838736,0.8714352610903591
28.0,0.06084393338727245,0.8757694504266385
29.0,0.06007206976587243,0.8796917447035062
30.0,0.05940771623649333,0.8836310444959432
31.0,0.058864435457775525,0.8875645724316183
32.0,0.05841320465123744,0.8913202181719475
33.0,0.058041758900390955,0.8948808431803633
34.0,0.05776433578057616,0.8984425023767745
35.0,0.05757620693113007,0.9019098976641319
36.0,0.057485127718817294,0.9054438659771237
37.0,0.05746251108751181,0.9089088563779012
38.0,0.05753242219760627,0.9125073551526984
39.0,0.057667410644598766,0.9161352295913251
40.0,0.05787508088794782,0.9198532397847607
41.0,0.05818433964906588,0.9239207931830856
42.0,0.05853828851252439,0.9280663878442057
43.0,0.05887183319506434,0.9319841639568692
44.0,0.05919619142317055,0.9357357193962144
45.0,0.05949969697209976,0.9392526816272591
46.0,0.059799187826247914,0.9425713438948391
47.0,0.06010259426792788,0.9457480413851441
48.0,0.06044811496878896,0.9489625975591398
49.0,0.060848482791965454,0.9522614013905718
50.0,0.061274200140401684,0.9555052406889943
51.0,0.061894799248521405,0.9596932590729823
52.0,0.062233473589635324,0.9622219227185079
53.0,0.06284218197107601,0.9662580385823649
54.0,0.06327788229935796,0.9692636724144106
55.0,0.06373999218291795,0.9724821177586978
56.0,0.06417180515615872,0.9755290477788304
57.0,0.06437914101701818,0.9772409782000457
58.0,0.06463844173273996,0.9792500744734081
59.0,0.06486856644105891,0.9810251268294966
60.0,0.06505484967727644,0.9824553876094345
61.0,0.06519395510308432,0.9835154808272107
62.0,0.06529316207339636,0.9842524070342371
63.0,0.06532882308048832,0.9845573037462234
64.0,0.0653779306727374,0.9848550945367315
65.0,0.06539296870371353,0.9848829253698638
66.0,0.0653955774224932,0.984669076037608
67.0,0.06539950062409136,0.984328053887507
68.0,0.06540566782568873,0.983918163864398
69.0,0.06540955083442238,0.9834094231984604
70.0,0.0654085203167977,0.9827978395283634
71.0,0.0654015259481266,0.9820909030771767
72.0,0.06539014908299468,0.9813085955713733
73.0,0.06537603221943165,0.980469632697541
74.0,0.06536005843507581,0.9795776603930754
75.0,0.06534239446238205,0.9786382109207811
76.0,0.06531639600270644,0.9776134182644886
77.0,0.06528468547931272,0.9765302035704528
78.0,0.0652523754904027,0.9754168470137609
79.0,0.0652030477182229,0.9740127740321923
80.0,0.0652058664914891,0.973235612610041
81.0,0.06516956586743397,0.9718791338379674
82.0,0.065173908602166,0.9711270586798776
83.0,0.06513832715454772,0.969752711532673
84.0,0.06514522659640459,0.9690481498411568
85.0,0.06511253278827381,0.9676762610597953
86.0,0.0651240266083878,0.967067559809623
87.0,0.0650965705492632,0.9657386959564151
88.0,0.06510882549036698,0.9652096760072176
