"Region: Subtract.aerofoil.Default: Direction [1,0,0] (m)","Region: Subtract.aerofoil.Default: Pressure Coefficient"
0.01333925,-0.6973068234316088
0.02122475,0.9974162864631727
0.04493,-1.3180079867185286
0.06655425000000001,0.672383188427276
0.11071524999999997,-1.5907585516370486
0.12987500000000002,0.3643541007175344
0.1935265,-1.032798569692299
0.19819375,0.2833679232152002
0.2615375,-0.8179227110056433
0.26023075,0.26207353327008176
0.31659675,-0.7304936710644913
0.3191665,0.2511472100030702
0.36837675,-0.6612508730077226
0.37829475,0.2445913165507442
0.41333824999999996,-0.6108516638834293
0.42359175000000004,0.24174814759761082
0.451426,-0.5729152298127145
0.46189425,0.2412469390298018
0.48261,-0.5442434157034879
0.510558,0.2397191882056131
0.51381325,-0.5189930884646212
0.5591754999999999,0.2386200982372241
0.5554355000000001,-0.4898878210192229
0.6008027499999999,0.23699367928716172
0.6005395,-0.46492941209018174
0.6423967500000001,0.23309709381380725
0.64566075,-0.44977056560547785
0.68050775,0.23038792020155283
0.697738,-0.43846350600425343
0.71861475,0.22515416297290064
0.7463462500000001,-0.43418662560112875
0.7602005,0.21706128053283236
0.7880060000000001,-0.43163017130715464
0.8018099999999999,0.20852125517673867
0.83313475,-0.3959332284540256
0.8434455000000001,0.1963974824884237
0.8817415000000001,-0.3273317791688776
0.8885735,0.18218299435293517
0.93474525,-0.2670599668589848
0.94160325,0.16514109028570442
0.9817219999999999,-0.20466416989045425
0.985165,0.07344498357677236
