"Iteration","c_d Monitor: c_d Monitor","c_l Monitor: c_l Monitor"
1.0,1.3643219036809249,-0.16259789119732554
2.0,1.028157623148031,-0.08050026993251277
3.0,0.4561305615373886,0.1250433599907074
4.0,0.18055579923705437,0.24930508070868243
5.0,0.026338183469520604,0.28543357523380436
6.0,-0.05356132673935732,0.2778266815414264
7.0,-0.09076591225920712,0.24779082667582872
8.0,-0.08735644969696396,0.1849109630657334
9.0,-0.08603022116903616,0.15426183509696545
10.0,-0.044473115951738355,0.11272357463942145
11.0,-0.008221099022294565,0.08768957980519944
12.0,0.024864766003987862,0.0897662252390374
13.0,0.042380527854371915,0.10383657774614158
14.0,0.04562463195722685,0.14384097840015947
15.0,0.038534445342055454,0.14905907295417212
16.0,0.031510316971860894,0.15340784144077962
17.0,0.02761931680762795,0.15767872558366514
18.0,0.025436365034284692,0.16044397699893503
19.0,0.023926953010619305,0.16396844397510765
20.0,0.022894473828881635,0.16672112015164145
21.0,0.02202641817677014,0.1711978035644054
22.0,0.02127295731841215,0.17539788547952878
23.0,0.020581119817738972,0.1791784233651461
24.0,0.019862739788867077,0.18228881081090262
25.0,0.01896392654696567,0.1860990001849301
26.0,0.01812127305915153,0.18676182859073337
27.0,0.017132247083559298,0.18767571089119384
28.0,0.016458519214615597,0.18812396044338411
29.0,0.015760970007079673,0.1898449377208837
30.0,0.015248019536501463,0.1910116854040362
31.0,0.014797192391376002,0.19311983087831228
32.0,0.014392002099149804,0.19531620758888113
33.0,0.014004722875548773,0.1979136317592767
34.0,0.013638523785217368,0.1993340457064252
35.0,0.013291408876389738,0.20141933607661347
36.0,0.012936396816498618,0.20337166144137486
37.0,0.01257598681720562,0.20513697987125812
38.0,0.012216031364792754,0.20666409354255286
39.0,0.011863950148939425,0.20792167105323783
40.0,0.011526149617547643,0.2089449116946915
41.0,0.011206847969403154,0.20977954747951016
42.0,0.010908847261580513,0.21047420174908194
43.0,0.010586215124343708,0.21144600142096764
44.0,0.010346481644935462,0.21184890549778712
45.0,0.010136295112283903,0.21220893286876755
46.0,0.00992603834673805,0.2127217328080994
47.0,0.009734958597984499,0.21318516595183257
48.0,0.009561721416872575,0.2135660339892424
49.0,0.009404742370800283,0.213983071557815
50.0,0.009258086662864734,0.2144382809093217
51.0,0.009139225095241335,0.21467272780367386
52.0,0.009004254505015786,0.2152852292883839
53.0,0.008891667980930771,0.21570581000989147
54.0,0.008780764797581875,0.21624066091305152
55.0,0.008707180827458237,0.21648197536859673
56.0,0.008625075815448476,0.2169643652311128
57.0,0.008578821072979012,0.2172073772293001
58.0,0.008543644940420217,0.21747108318892394
59.0,0.00852088788258439,0.21773828880699042
60.0,0.008511164374411389,0.2180017439259037
61.0,0.008513418558068532,0.21824093849804704
62.0,0.008529540120971431,0.2184775967456848
63.0,0.008558685969956565,0.21870670249958885
64.0,0.008599437292989958,0.21892662902882074
65.0,0.008650334432294175,0.21913683054333366
66.0,0.008709887771286649,0.21933823884504924
67.0,0.008777967866719704,0.21954530166708314
68.0,0.008838622325147438,0.21987331470389446
69.0,0.008923831630977217,0.21997844317942944
70.0,0.00899932815413607,0.22020967135434594
71.0,0.009080350209244992,0.2204338180271257
72.0,0.009167227170530964,0.22063940032903206
73.0,0.009252727255561267,0.22092304431130352
74.0,0.009348837073356191,0.22097758455112854
75.0,0.009436038200663233,0.22129431029186963
76.0,0.009523366307023096,0.2215564695251333
77.0,0.00960836810533747,0.221871645534376
78.0,0.009690963220013858,0.22226215256146378
79.0,0.009771738462047022,0.22269678581744015
80.0,0.009850879886619125,0.223161134193506
81.0,0.009928172070349604,0.2236442433384599
82.0,0.010003464559062323,0.22416484013993762
83.0,0.010072521623100381,0.22432607332908058
