"Iteration","c_d Monitor: c_d Monitor","c_l Monitor: c_l Monitor"
1.0,3.911259462173183,3.7394887508679844
2.0,2.946242346797389,2.6865504523113652
3.0,1.4349375531155588,1.254901499561383
4.0,0.7998074790879283,0.8737329027049929
5.0,0.44987288259935304,0.667597923297911
6.0,0.23445644561610696,0.4176239872823175
7.0,0.1173939467994958,0.36546233458270216
8.0,0.0654526281575509,0.35358875663429057
9.0,0.06913887010747635,0.3769997781992272
10.0,0.07108375004448764,0.4303831043207894
11.0,0.11265839451971213,0.5053820081967296
12.0,0.11755195480989336,0.5570503471449412
13.0,0.1130669114889453,0.600517355566982
14.0,0.10629331777098679,0.6335827456157553
15.0,0.09965546301171385,0.6637504350772939
16.0,0.09445579938201307,0.6746801466554501
17.0,0.08947797704215973,0.6826384903484554
18.0,0.0845472984633305,0.6896347492936086
19.0,0.07982464396470104,0.6968996480309713
20.0,0.0755143272087237,0.7050113369859163
21.0,0.0714192155371739,0.7134637200536945
22.0,0.06683476556751097,0.7270603123557425
23.0,0.06376970995919153,0.730330909423951
24.0,0.06033447709066296,0.7365517347373335
25.0,0.05688179152448944,0.7475312550117386
26.0,0.05440020109461992,0.7529295652658443
27.0,0.05191799253149833,0.7597460876158745
28.0,0.049661200349211114,0.7671792710094861
29.0,0.047683410438732095,0.7747128701437069
30.0,0.04582920745481935,0.7814928888406836
31.0,0.04407746797301296,0.7873496090907071
32.0,0.04240069584640274,0.7925491838855517
33.0,0.0407965303350302,0.7971101762608415
34.0,0.039328213437585864,0.800917317971816
35.0,0.03797577542828516,0.8039820106427988
36.0,0.036762564808339934,0.8072047969299248
37.0,0.03568543664398992,0.8107131196312891
38.0,0.03478507227345274,0.814487839469611
39.0,0.03393813389802082,0.8179515065968558
40.0,0.03315845548742305,0.8212404309809139
41.0,0.03244547679038031,0.8242237634896723
42.0,0.03177338220438877,0.8269878973411428
43.0,0.03114980798666741,0.8294620549184574
44.0,0.030583552768288967,0.8321994683415344
45.0,0.030093791307477753,0.8348617119835804
46.0,0.029658228753761312,0.8374675709503716
47.0,0.02928474780024822,0.8400103127849219
48.0,0.028969498794233467,0.8424631789698965
49.0,0.028704545903031384,0.8449706388373728
50.0,0.0284706573007071,0.8475418423638479
51.0,0.028268450052036487,0.8503195143511205
52.0,0.028093140433076785,0.8530521176690349
53.0,0.027937289104058537,0.8558193997292265
54.0,0.027804047675760377,0.858552831173444
55.0,0.02769745058755184,0.8612879758236459
56.0,0.027696438341509616,0.8657047776049203
57.0,0.02763698023250677,0.8683978603271055
58.0,0.027570067993877095,0.871031069430892
59.0,0.027528788977937563,0.873827522581232
60.0,0.027460920991964205,0.8770331028134213
61.0,0.027478956452156228,0.879976236337246
62.0,0.0274410374557887,0.8810898608253641
63.0,0.027478299372830486,0.884278204835869
64.0,0.027513911686197184,0.886770224971579
65.0,0.02750419639361816,0.8887060038297292
66.0,0.02745837987545917,0.8906431865954333
67.0,0.027392659379602363,0.8933421339711163
68.0,0.02738071543398804,0.8957909654137867
69.0,0.0273356385257552,0.8982743730966382
70.0,0.027273710501488205,0.9004325421140561
71.0,0.027188888117371093,0.9022139136929568
72.0,0.0271339700130417,0.9029315999771438
73.0,0.027009712462545632,0.9049933662319328
74.0,0.026973095010135742,0.9057758176276827
75.0,0.026821689639283927,0.9075999303229434
76.0,0.026783622197194185,0.9081828434846351
77.0,0.026676649490830637,0.9088709133062833
78.0,0.026550246134345062,0.9096006685294424
79.0,0.026431629157495987,0.9103312574203734
80.0,0.026320980376146885,0.9109652681679531
81.0,0.026214091054098457,0.9114828863095058
82.0,0.026108030291586592,0.911892932505397
83.0,0.02600560754504841,0.9122309557756506
84.0,0.025814875530247083,0.9125757106277477
85.0,0.025779742376924805,0.912608980849058
86.0,0.025619978603443727,0.912669573939748
87.0,0.025575659449440957,0.9126411317726284
88.0,0.02543713559084644,0.9127196180106146
89.0,0.025400034059472262,0.912781485296596
90.0,0.025326895543130987,0.9128783156191274
91.0,0.025200911081924265,0.9129773608161971
92.0,0.025160291965059894,0.9129537314050526
93.0,0.025081805426890397,0.9128694972629513
94.0,0.02499283191615119,0.9127283462676168
95.0,0.024900224503791785,0.9125123782351882
96.0,0.024804687710580753,0.9122346344794255
97.0,0.024707334976624,0.9118997180284818
98.0,0.024608209096689176,0.9115116526614916
99.0,0.024507604479930584,0.9110755284714895
100.0,0.024406531413970117,0.9105990960475322
101.0,0.024302638522091885,0.9100738050727568
102.0,0.024196459157343767,0.9095104987185209
103.0,0.024085940783967155,0.9088899152465953
104.0,0.02397020628364381,0.9082086312501244
105.0,0.023851047229766636,0.9074786588504143
106.0,0.02372709282139593,0.906687370818513
107.0,0.023602290160683062,0.9058603364588027
108.0,0.023475987201309848,0.9049967092608547
109.0,0.02334894184145689,0.9040994878375272
110.0,0.023220671960199127,0.9031649026080052
111.0,0.023092284179420816,0.9022014251808088
112.0,0.02296403827460529,0.9012078520842888
113.0,0.022837037640341326,0.9001918973686367
114.0,0.022711608612221865,0.8991555811899513
115.0,0.022589067716817485,0.898108749493565
116.0,0.022470404593826057,0.897059218616766
117.0,0.02235483483303001,0.8960011712230663
118.0,0.022245882267607806,0.89495845156791
119.0,0.022141294967400457,0.8939176118829103
