"Iteration","c_d Monitor: c_d Monitor","c_l Monitor: c_l Monitor"
1.0,1.5886606781484371,2.9887097539474006
2.0,1.2029298555056545,2.286057031170465
3.0,0.5023802366917436,0.9861323206638575
4.0,0.23401006458693863,0.7157833666042163
5.0,0.07801477428938683,0.5466976725559638
6.0,-0.007141845365469621,0.43378524935565693
7.0,-0.05074409315592201,0.39113559712433027
8.0,-0.061338400662704476,0.3688209023057884
9.0,-0.042099488205467155,0.3808922254719081
10.0,-0.02819480956557003,0.4289208494583695
11.0,0.01290058609939998,0.5033973981819154
12.0,0.07716136130967306,0.5100982630677653
13.0,0.0890374378342313,0.5485613506760594
14.0,0.08947848036380976,0.6012173460036274
15.0,0.08312066086743097,0.6535848206129542
16.0,0.07922145409745386,0.6823845750310662
17.0,0.07506502516086404,0.7021963522108978
18.0,0.06888400910467357,0.7111784682386043
19.0,0.0630939563275031,0.7170741913779731
20.0,0.05985338020032109,0.7222494822693306
21.0,0.05799210054098811,0.7236259231868388
22.0,0.05571933699840767,0.7267130539409438
23.0,0.054122197936874665,0.7299033216113407
24.0,0.05218019980701184,0.7383007492783086
25.0,0.05074361794911489,0.7476049695096093
26.0,0.049664651768428866,0.7581532520628652
27.0,0.04874136682366675,0.7685545312692614
28.0,0.047834462192043875,0.77861530549008
29.0,0.046737718859726995,0.7872438105746813
30.0,0.04540360049738072,0.7941518424696011
31.0,0.043881243476972066,0.7993485060812349
32.0,0.04228474822892652,0.8031696646792027
33.0,0.04069380656342337,0.8065836278659884
34.0,0.03920827240480612,0.8098880224790311
35.0,0.037864954769031955,0.8132066796978757
36.0,0.03666378766805618,0.8165818087533304
37.0,0.035680869195415736,0.8197975042108979
38.0,0.03476842141023071,0.8227833345336771
39.0,0.033907121590430724,0.8255963188627365
40.0,0.033099331377061454,0.828334571138647
41.0,0.03230572829563804,0.8309451978282729
42.0,0.03154434002001814,0.833445893628332
43.0,0.030827782821234245,0.835803232794414
44.0,0.030158328463983572,0.8379751982712565
45.0,0.02953697803420772,0.8399736770296767
46.0,0.028966123929986466,0.8418526236118709
47.0,0.028451893411589727,0.8436431632048379
48.0,0.028000809525098286,0.8453608113609697
49.0,0.027608349739247015,0.8470856567316126
50.0,0.027272928171671762,0.8488808881132279
51.0,0.026999188971083242,0.8507108598457905
52.0,0.026784345003521615,0.8525872385748975
53.0,0.02661593574984894,0.8545446120535745
54.0,0.026491395899954695,0.8565943594427228
55.0,0.02640461991425419,0.859284709873032
56.0,0.02636093340429256,0.8608280210256019
57.0,0.02634854516192936,0.8631753201028676
58.0,0.026346823572929445,0.8652642532793454
59.0,0.02635691517815332,0.8671788794544635
60.0,0.026388287488938747,0.8691281038435159
61.0,0.026436088845294234,0.8711802642433433
62.0,0.026495832444449294,0.8733061091234601
63.0,0.026564090406923715,0.8754445789596738
64.0,0.026638477844131994,0.8775638256389846
65.0,0.026714295270171023,0.8796498575457363
66.0,0.026788095182000052,0.8817085268721466
67.0,0.026857780476008203,0.8837179669367988
68.0,0.026922995992784193,0.8856935155202884
69.0,0.026982655454891175,0.8876576276481333
70.0,0.027037460088494336,0.8896234001315582
71.0,0.0270867975017257,0.8915576493842594
72.0,0.027129813606162193,0.893435317778502
73.0,0.027163181246440987,0.8952432121765584
74.0,0.027185338307976106,0.8969972942006371
75.0,0.02719966239271153,0.8987512143983811
76.0,0.027199319926609733,0.9003867359808987
77.0,0.027188078239147984,0.9019210121148661
78.0,0.02716798733911266,0.9033711454877867
79.0,0.027139653384254184,0.9047527614943119
80.0,0.027102890547632208,0.906069416815703
81.0,0.027059046253620267,0.9073321865663493
82.0,0.027009085029365748,0.9085396476951315
83.0,0.0269534180211264,0.9096909858992825
84.0,0.02689410589450167,0.9107904727527765
85.0,0.02682749734309149,0.9118152848699269
86.0,0.026755451094207627,0.9127748645048898
87.0,0.02667935690698374,0.9136719537191205
88.0,0.026599956806668185,0.9145091031017296
89.0,0.02651779321364206,0.9152824553337426
90.0,0.02643327076429404,0.9159973659173938
91.0,0.0263463909416794,0.9166460447777885
92.0,0.026273628049410788,0.9171271836688949
93.0,0.026170069812799193,0.9177814895204307
94.0,0.026092718055903366,0.9182077108699173
95.0,0.026002777945736133,0.918636801255397
96.0,0.025908623017504642,0.9190472818529338
97.0,0.025813145792501505,0.9194073744366408
98.0,0.025716263498438266,0.9196983733990437
99.0,0.02561818098646053,0.9199295962137504
100.0,0.025519037899066774,0.9201051059253033
101.0,0.025420110247606237,0.9202303918732543
102.0,0.025321061236772913,0.9203095301174657
103.0,0.02522188782275671,0.9203468542191097
104.0,0.025123889249631867,0.9203520670153021
105.0,0.0250258887633064,0.9203137715191021
106.0,0.02492716504013337,0.9202249463129433
107.0,0.024829658010433117,0.9201058850895036
108.0,0.024733283408516146,0.9199568206469948
109.0,0.024638246767699143,0.9197785980620141
110.0,0.024544399693534363,0.9195674439633659
111.0,0.024451698176452236,0.9193311765397397
112.0,0.024360142566566656,0.9190692843278417
113.0,0.024270019611466936,0.9187823577131312
114.0,0.02418136877276668,0.9184715101659795
115.0,0.024094531249820472,0.9181385944369755
116.0,0.02400987025945539,0.9177848810716606
117.0,0.023927403881723194,0.9174119071590578
118.0,0.023847109263949354,0.9170227738745239
119.0,0.023769194590013767,0.9166206070873693
120.0,0.02369362032277242,0.9162068433061201
121.0,0.023620222358201562,0.9157823858986702
122.0,0.0235494154427556,0.9153501673427792
123.0,0.023481092552224747,0.9149094380049817
124.0,0.02341518393313674,0.9144602995521613
125.0,0.023352013266697086,0.9140065636493155
126.0,0.023291039804431465,0.91354426698928
127.0,0.023232726719861443,0.9130790571673918
128.0,0.023176687639847246,0.912609741854964
129.0,0.02312329707366295,0.9121412131574986
130.0,0.023072231704756432,0.9116725776713865
131.0,0.023023150943069642,0.9112024277582241
132.0,0.022976147062674743,0.9107325319031634
133.0,0.022931640452521496,0.9102672619347335
134.0,0.022889123518158985,0.9098025740517309
135.0,0.022848902277740307,0.90934295937837
136.0,0.022810602377004968,0.9088859551939699
137.0,0.02277423193457212,0.9084334372065807
138.0,0.0227396179933433,0.907984229818121
139.0,0.022706710298886754,0.9075380710057898
140.0,0.02267578824617633,0.9070999608952681
141.0,0.022646445794773873,0.9066670054980844
142.0,0.02261835250151592,0.906236932731927
143.0,0.022592062062929172,0.9058184494869084
144.0,0.02256683243878617,0.9054026502870536
145.0,0.022543178810127504,0.9049978776251304
146.0,0.022520765924542926,0.9045996926735266
147.0,0.02249960059144536,0.9042099676406454
148.0,0.022479470182522887,0.9038280353089225
149.0,0.022460013053896055,0.9034506358580936
150.0,0.022441642276310222,0.9030842654262107
151.0,0.022424146009782,0.902726031753989
152.0,0.02240747695068826,0.9023764503598461
153.0,0.022391567556548267,0.9020350253881572
154.0,0.022376604406977862,0.901706016801539
155.0,0.022362159142023108,0.9013835727607618
156.0,0.022348277019301976,0.9010697535878445
157.0,0.02233488102511072,0.900763579357011
158.0,0.022322052221701458,0.9004670530589829
159.0,0.022309746652457732,0.9001795561218865
160.0,0.022297878520174993,0.8999001088346095
161.0,0.02228645107698249,0.8996290987190585
162.0,0.02227559736746708,0.8993694909991461
163.0,0.022265069002622442,0.8991172069719043
164.0,0.02225500560683058,0.8988752978076737
165.0,0.0222451289685172,0.8986397515290131
166.0,0.022235610629266114,0.8984136878810496
167.0,0.022226358754968853,0.8981959000876504
168.0,0.02221739070552206,0.8979870474220358
169.0,0.022208813219572257,0.8977890513975005
170.0,0.022200348470825873,0.8975980023748494
171.0,0.02219207344542004,0.8974145921706861
172.0,0.02218396618103502,0.8972386791889893
173.0,0.02218110207079471,0.8971445988223394
174.0,0.022166996847640966,0.8969049351080716
175.0,0.022163763618279902,0.8968105655160146
176.0,0.022149728387625245,0.8965881913979422
177.0,0.022146563580747458,0.8965027634151975
178.0,0.022133569716053833,0.8963095067823729
179.0,0.022131041483518646,0.896237388960589
180.0,0.022126531464718116,0.8961518733551205
181.0,0.022111909319238093,0.8959633080702142
182.0,0.02210916020814166,0.8958988303842988
183.0,0.0221046539905808,0.895827216390275
184.0,0.022098995985153122,0.8957502695141473
185.0,0.022092472928043033,0.8956688718191033
186.0,0.022085529995175865,0.8955874460218407
187.0,0.02207825496778565,0.8955085847777761
188.0,0.022070788091863233,0.8954345798241324
189.0,0.022063400285423723,0.8953676914252126
190.0,0.022056172930745258,0.8953083531714712
191.0,0.022049227933296653,0.8952568448569268
192.0,0.022042519040631176,0.8952125998270819
193.0,0.022036147853284158,0.8951754819640299
194.0,0.02203007741752376,0.8951449118061509
195.0,0.02202416639707011,0.8951200164699125
196.0,0.022018385450666464,0.8951002004430085
197.0,0.022012587775937606,0.8950849274262399
198.0,0.022006783581111924,0.8950739522872079
199.0,0.02200092277079016,0.8950671058403883
200.0,0.021994995029473052,0.8950645656996968
201.0,0.02198914179783172,0.8950659212738618
202.0,0.021983345932463802,0.895071704410104
203.0,0.021977604001331363,0.8950817852998905
204.0,0.021971857513235535,0.8950966849528318
205.0,0.021966138729763718,0.8951162298653252
206.0,0.021960499905453748,0.8951401468522521
207.0,0.021954878474833406,0.895168524323629
208.0,0.021949438422965595,0.8952004651228987
209.0,0.02194406992402731,0.8952362706612668
210.0,0.021938687280836325,0.8952759388156141
211.0,0.021933348783059026,0.8953196389102006
212.0,0.02192795242436868,0.8953674545751873
213.0,0.02192261812651733,0.8954184957691423
214.0,0.021917305040444937,0.8954730782674312
215.0,0.021912003123460408,0.8955309419198039
216.0,0.0219066771798183,0.8955924887851295
217.0,0.021901296895351918,0.895657287970103
218.0,0.021896117044538144,0.8957233956728735
219.0,0.02189096210601854,0.8957925222791792
220.0,0.02187563932377362,0.89596808034916
221.0,0.0218733761072087,0.8959855667357612
222.0,0.021868752983570564,0.8960106966692545
223.0,0.02186316138037618,0.8960573898181243
224.0,0.02184656897584747,0.8962400409726404
225.0,0.021845281963859972,0.8962659499566934
226.0,0.02184242845309496,0.8963090659101571
227.0,0.021838717058600368,0.8963799751387158
228.0,0.021827191618310107,0.8966085938230798
229.0,0.021825780191796304,0.896642571656758
230.0,0.021822560682371428,0.896693238816244
231.0,0.021810869736965166,0.8968649600322138
232.0,0.02180893087177864,0.8969082603197414
233.0,0.021805608245433025,0.896975218178167
234.0,0.021794852099602788,0.8971850490522297
235.0,0.02179306671971562,0.8972308264398138
236.0,0.021783726362824996,0.897376022321618
237.0,0.0217814941644838,0.8974237963199748
238.0,0.021771661912023815,0.8975867976917812
239.0,0.02176964071443152,0.8976370025779621
240.0,0.021760501524102888,0.8978063463102952
241.0,0.021758585258667987,0.8978578978579881
242.0,0.02174964396966894,0.898031281803112
243.0,0.02174771238849929,0.8980835995387818
244.0,0.021738740607102583,0.8982584816781408
245.0,0.02173676099321739,0.8983114244615631
246.0,0.021727552065112468,0.8984929476433514
247.0,0.021725639097988927,0.8985438751973065
248.0,0.021716663368014658,0.898719604976805
249.0,0.021714716442457455,0.8987729447080717
250.0,0.02170576933720647,0.8989574186222615
251.0,0.021703874814855834,0.899010198709611
252.0,0.021695226253045957,0.8991909248984244
253.0,0.021693198323608498,0.8992460749053568
254.0,0.02168419505764521,0.8994364881280575
255.0,0.02168232001658983,0.8994871865732985
256.0,0.021673621697200593,0.8996646408929622
257.0,0.0216716325192252,0.899718426407308
258.0,0.02166220065968885,0.8999227585116802
259.0,0.02166032563750446,0.8999693007348599
260.0,0.021650934668644747,0.900149798032765
261.0,0.021649005278555608,0.9001965297774313
262.0,0.021640716295891718,0.9003658800275893
263.0,0.021638657965605712,0.9004216448988582
264.0,0.021629375203193524,0.900635198427967
265.0,0.02162755338342691,0.900679913652955
266.0,0.021619312498956253,0.900838611721937
267.0,0.021617175711339018,0.9008919159988708
268.0,0.02160779637382676,0.9010976142501219
269.0,0.02160590782011171,0.9011436497486769
270.0,0.021597734987934117,0.9013000154194706
271.0,0.021595656047336168,0.9013535479932051
272.0,0.021586983639944934,0.9015560818596994
273.0,0.021585174871797952,0.9016033159568865
274.0,0.021576346503593385,0.9017871204316469
275.0,0.021574484955638698,0.9018280222086188
276.0,0.02156677627797969,0.9019770368163899
277.0,0.021564682699594162,0.9020302018944535
278.0,0.021556355817274858,0.902232992319915
279.0,0.021554599998355434,0.9022787675993276
280.0,0.02154708011025,0.9024395954918101
281.0,0.02154505968082429,0.9024876010599187
282.0,0.02153715999991486,0.902659532632322
283.0,0.021535186420902103,0.9027084956231535
