"Iteration","c_d Monitor: c_d Monitor","c_l Monitor: c_l Monitor"
1.0,1.679684486179925,3.084902426701221
2.0,1.2328196790304493,2.2947482512384183
3.0,0.5659993934746743,1.1687041942680796
4.0,0.28661561774486616,0.9043467011112118
5.0,0.10449731877929559,0.6278146503276116
6.0,-0.0025148606433719467,0.45687486556796675
7.0,-0.05903446410824163,0.33965439738528397
8.0,-0.09547553758342071,0.29064453139546553
9.0,-0.12529002590955796,0.3063255267848127
10.0,-0.08933641622819469,0.4733353609927876
11.0,-0.09726231668202762,0.47987924786809816
12.0,-0.05814305377113458,0.4710385395304845
13.0,-0.07381711012878447,0.5116662228671126
14.0,-0.08470391525946523,0.5976502007809095
15.0,-0.0866300699982238,0.6200459371067087
16.0,0.8989246511433694,0.583592425551607
17.0,0.6689861205542124,0.6251871011119229
18.0,0.4697889099990666,0.6548844388713515
19.0,0.30012663005357876,0.6908494880841084
20.0,0.15157441774673677,0.7332247135151366
21.0,0.004640320737767614,0.8416924787172115
22.0,-0.10321313066576066,0.8681141869363573
23.0,-0.18496540560801522,0.8568911404506824
24.0,-0.2385920640305444,0.8722928318178103
25.0,-0.2771328499128634,0.8672181520103006
26.0,-0.3041385938908697,0.8798647506537227
27.0,-0.3294421550322635,0.8949250597356634
28.0,-0.34869182545956867,0.9265231357397157
29.0,-0.36203714182259383,1.0011576773860775
30.0,-0.3693370482217924,1.1325326243153908
31.0,-0.35556906094022933,1.501491859048474
32.0,-0.358729739256303,1.583154761270991
33.0,-0.35327570543339754,1.746660894824079
34.0,-0.35426748650730056,1.7818082781857314
35.0,-0.3589865928084196,1.782700037570279
36.0,-0.3640880009343873,1.7700344635123553
37.0,-0.37119585955185175,1.74861781637679
38.0,-0.3765961556858609,1.7531160265183
39.0,-0.37761746110430316,1.7467041864551354
40.0,-0.35844952958467624,1.7639196716426304
41.0,-0.3048106265615368,1.9096151963215364
42.0,-0.2716922282030324,1.9473274553574536
43.0,-0.16499655737947613,2.158641499287664
44.0,-0.10027137332598696,2.259562922856585
45.0,0.018201669089245642,2.4756272480665076
46.0,0.19760256211409566,2.838568680144933
47.0,0.24950072651041438,2.89564773641088
48.0,0.3285857519619655,2.966314873735526
49.0,0.43722195652231266,3.06143421581706
50.0,0.47687369569638194,3.0427283035633717
51.0,0.5407146042459681,3.0870200671117733
52.0,0.5450134411885645,3.051441546958547
53.0,0.5477892143034994,2.98685026125203
54.0,0.5397580392496906,2.9266755316035153
55.0,0.5246202257444059,2.8654830763851735
56.0,0.48746446365226326,2.7147327417974214
57.0,0.4382776621898103,2.4868741118502333
58.0,0.3729780812632424,2.1801967056609723
59.0,0.306785869992262,1.8829797176416423
60.0,0.2523668174996895,1.6539140129571153
61.0,0.2131486219218762,1.5331184957896657
62.0,0.1882197646463083,1.4873194294346606
63.0,0.17127876661407807,1.5000165378546924
64.0,0.1577980792759492,1.5309036653589334
65.0,0.14051003204099766,1.534627928923481
66.0,0.12343987419577573,1.5670381808896612
67.0,0.10650607208998983,1.5865983406539412
68.0,0.0966321926612202,1.641047737632246
69.0,0.09203376869477259,1.7256811763809998
70.0,0.09554229543895854,1.8520029772553395
71.0,0.10271757413092926,1.9806844341199408
