"Region: Subtract.aerofoil.Default: Direction [1,0,0] (m)","Region: Subtract.aerofoil.Default: Pressure Coefficient"
0.8712115,0.17454031404394327
0.88509875,0.16827310945119842
0.857326,0.18024121602380203
0.843442,0.1854881716645266
0.7463320000000001,0.21227307088322545
0.7324707500000001,0.2150184368044226
0.7186109999999999,0.21751410389091724
0.8989875,0.161215614377526
0.63547475,0.22830323914407682
0.7047534999999999,0.21978585269474257
0.69089825,0.22189054618580953
0.6770437499999999,0.22373951060576588
0.8295604999999999,0.1903473467247693
0.8156810000000001,0.19488245761585576
0.8018035000000001,0.19898904303246806
0.7879305,0.202694923849533
0.774062,0.2061637283330234
0.7601957500000001,0.20935921318045062
0.91287675,0.15329150832859248
0.51057675,0.23487899630986428
0.5938764999999999,0.23147147254609562
0.60774675,0.23056070348816857
0.621613,0.22950372377341563
0.64933275,0.22691073185294885
0.66318875,0.2253760339967994
0.9267667500000001,0.14460138292665733
0.45495224999999995,0.23638128121187066
0.44102549999999996,0.23682715536236726
0.42708900000000005,0.2373527963611144
0.41314125,0.23792347360236293
0.5244694999999999,0.23448456158395528
0.5800022499999999,0.23224444202041697
0.538358,0.23406478752357546
0.56612375,0.23294200842028312
0.55224225,0.23355864668996193
0.46887025,0.23601468429936703
0.48277925,0.2356556685311815
0.49668049999999997,0.23527172547346814
0.9406577500000001,0.13474059646794878
0.39918575,0.2385565997152118
0.38523175,0.23931511444870635
0.371287,0.24024123456638033
0.35735425,0.24134788905995438
0.34343375,0.2426570728136124
0.329526,0.24424410041707878
0.31563175,0.2462414735846825
0.30174999999999996,0.24876976630711337
0.9545430000000001,0.12222345760179965
0.26018149999999995,0.25851370210704594
0.274025,0.2548727956550363
0.28788075,0.25168540328863875
0.96835325,0.10730181469821586
0.98163425,0.08406452964558381
0.24635025,0.26284556535437686
0.23253275,0.2680448582627627
0.9925365000000002,0.055831243795137236
0.218729,0.27430771365915746
0.99851475,0.08569041466991656
0.20494075,0.28169621501336195
0.19117074999999997,0.29040993541498417
0.17742099999999997,0.3006772681968771
0.16369625,0.3130460983287075
0.15000249999999998,0.3283081597188325
0.13634649999999998,0.34648468406224
0.12273825000000001,0.3678691149494204
0.9999962499999999,-0.18336070107546792
0.9999867499999999,-0.10577534985069882
0.10919075,0.39326980047767773
0.8435459999999999,-0.14254331360701566
0.8574324999999998,-0.1305698582896068
0.99850025,-0.0017025148732627907
0.9925377500000001,-0.01680064807341513
0.09572349999999999,0.42466384215699093
0.08236775,0.463825262419477
0.06917325000000002,0.5125606646255848
0.8296609999999999,-0.15478361707290703
0.8157762499999999,-0.16700657191266663
0.77412125,-0.2035527863803733
0.8018909999999999,-0.1791683622202955
0.7880065,-0.19130432621733467
0.76023475,-0.21590266312119277
0.9129927499999999,-0.08239160393570072
0.8713202499999999,-0.11845990879265116
0.88520975,-0.10626195035500828
0.89910075,-0.09416758805458153
0.9816707500000001,-0.025557418860920385
0.9407737500000001,-0.059022676723428
0.954652,-0.0477507391007198
0.96843525,-0.0364275721626996
0.056227250000000006,0.5743642379223457
0.53808475,-0.4354009584359042
0.52421175,-0.4514491609315413
0.51034275,-0.46781322084651167
0.4964747500000001,-0.4847929929875207
0.4826075000000001,-0.5023343978642618
0.66301475,-0.30486841942633053
0.5519605,-0.41947987719623503
0.60747675,-0.36050006717608535
0.5935949999999999,-0.37430508032529347
0.746348,-0.22816647964789144
0.73245925,-0.24053275842322372
0.718569,-0.2529535243503839
0.70468,-0.2654750621195748
0.69079125,-0.2780826471868147
0.6769019999999999,-0.29114408417457033
0.92688425,-0.07060168659970383
0.0437265,0.6534436577637914
0.4687442500000001,-0.5200685037502011
0.454885,-0.537865854419508
0.44102825,-0.5565725609515716
0.34416625,-0.7031769075041354
0.64912925,-0.3185922687673669
0.621359,-0.3464327688991586
0.6352435,-0.3324572485703262
0.5658365,-0.4039240853926518
0.5797142499999999,-0.388746983061446
0.014428249999999997,0.9681927060842719
0.022121000000000002,0.8637088804979125
0.032113249999999996,0.7524391802369904
0.009087749999999999,1.0262759153492365
0.42717574999999997,-0.5759354478696559
0.41332824999999995,-0.5955140651400737
0.39948399999999995,-0.6157695868010512
0.38564475,-0.6366136071246634
0.371813,-0.6580572355451922
0.35798674999999996,-0.6802672215686122
0.31655574999999997,-0.7517717424926608
0.30276424999999996,-0.7775442797269806
0.28898599999999997,-0.8045018869735858
0.27522175000000004,-0.8325486266834334
0.2614705,-0.8621865918620525
0.330356,-0.7269987129659686
0.005125749999999998,0.9440403334546356
0.24773749999999997,-0.8936149845749474
0.23402525,-0.9264067005624064
0.206673,-0.9971875482078288
0.220335,-0.9608334487875375
0.19304349999999998,-1.0359895603277234
0.179453,-1.0775245151913728
0.16591125,-1.1225192688367591
0.1524255,-1.1714948608916416
0.0019792499999999997,0.24333563011976758
0.086418,-1.4935176473544374
0.061267999999999996,-1.6810953402594617
0.07370125,-1.580928270894128
0.04923299999999999,-1.7945981592310816
0.0119305,-2.5906700300622947
0.00733725,-2.9535747612006507
0.0021215000000000006,-3.028092019766929
0.00432775,-3.3326712796787334
0.018603999999999996,-2.3155439534988775
0.027394,-2.1024843096551193
0.037807,-1.931546629511541
0.12567649999999997,-1.283176415912058
0.13900875000000001,-1.2245494952885994
0.0993495,-1.417146597658539
0.11244749999999999,-1.3472675140270665
8.827500000000001E-4,-1.734826659263828
