"y=0.4: Direction [1,0,0] (m)","y=0.4: Pressure Coefficient","y=0.925: Direction [1,0,0] (m)","y=0.925: Pressure Coefficient"
0.15891025002734643,-0.5878012560765824,0.32034599744740855,0.032851860983793814
0.1532920055171843,-0.584016308730668,0.3184273518972781,0.13193762418438942
0.1489369183086266,-0.5702715109573883,0.3226698532693219,-0.03887196170783528
0.20129458188060148,-0.4460950975849013,0.31689973326957754,0.2637747283024675
0.1462417543843234,-0.5585160730934013,0.32488935571019995,-0.09299975159729627
0.14392462572328998,-0.5613892498486907,0.326808135025853,-0.10413637642804266
0.16536819397978997,-0.5912925423170549,0.33022494852185524,-0.15391137877800345
0.17299322146938048,-0.5963410834681693,0.3941355110642498,0.13789877799400146
0.1816642665851735,-0.572719187846822,0.39221078953558464,0.13913667921731016
0.1908109097811096,-0.5286888385752984,0.3884132292509539,0.10823807773554259
0.1425205421474139,-0.5649511151887489,0.3843830159711196,0.07442083465977581
0.14144915429541224,-0.5499526879015787,0.31558495103367207,0.7570665863615921
0.1397830541981046,-0.4868097460874268,0.32808692659710315,-0.14494696507407678
0.13821011186898563,-0.33558599804495987,0.3341898684975254,-0.20054037719284742
0.13690879158848407,0.35815588566497975,0.3390011957932342,-0.21965756905011163
0.13611781728260852,0.3800020708640351,0.39588354073439475,0.17433560060612155
0.13627348483866636,0.4386336507538417,0.398369205309011,0.19699941067217605
0.13623394724460297,0.7267592294482236,0.37922004999608894,0.03644334446883328
0.13685178695660216,0.7314368916369115,0.3147476923031789,0.7344103190415548
0.13803347347388045,0.40877642235655887,0.314905640990849,0.744234679877882
0.13881671361726605,0.3879503001873713,0.37230137198846025,-0.011538330766656264
0.1407078393849503,0.21390812354756533,0.36518445778412384,-0.06560176135343436
0.13945538248221845,0.22683408712423442,0.36148358669064806,-0.127397310967787
0.1423502000502536,0.11327394975392953,0.3461749605178537,-0.23930556885986554
0.14421181807159883,0.052824860655542635,0.353441605003491,-0.19334974399871335
0.14635859572351645,-0.013149503152075906,0.34299049994611397,-0.23294791066861623
0.14828699367361875,-0.027437537720605188,0.40034245781546035,0.22593797257086332
0.15042173052136776,-0.07816024795412051,0.31484966742667936,0.20124908006490913
0.15395701975590592,-0.10127274284586844,0.34985065379340896,-0.18580046310744525
0.15857672310650592,-0.14584675635163669,0.35821567854120895,-0.10836743337094897
0.16446226964437727,-0.18135681593117925,0.40179962862052077,0.2524323386106928
0.17243146299471934,-0.21077893613938833,0.3159180870922433,0.013200193291061967
0.2027662305760698,-0.21682148670607201,0.3153538199969328,0.01246724448778231
0.19200826441604707,-0.24006654974268732,0.40164368769568565,0.1951210343710286
0.18142353524214305,-0.23497087574549885,0.31711691899235545,-0.6109091080896603
0.2130221271870928,-0.33386039876481866,0.31637311218323705,-0.5836083842555849
0.22570667224770757,-0.237021115195191,0.39989406835702024,0.2033436020723695
0.2188573844404388,-0.25978861803039766,0.31846430493747846,-0.7913436076553412
0.2768320157391039,0.059390927906818484,0.39732489790695574,0.15069401216407302
0.2390914444456374,-0.13906300940822197,0.32035281756599854,-0.7892824560010081
0.26089533324705777,-0.02717350203777069,0.3955880895121084,0.11246112583330442
0.2687962347209122,0.01858138837956525,0.3943510361320114,0.11484321830818732
0.25122325514941934,-0.07425175265134702,0.3226707853265255,-0.7454004735523292
0.2895184599240273,0.14404323413001138,0.39131219503410924,0.10639274381278738
0.28462183022660226,0.11973844356166025,0.3248929953886227,-0.719863048326042
0.2811986799332789,0.11028715369616238,0.3276445422057369,-0.7065313030904233
0.2786240099818428,0.0915244840567406,0.386406818118027,0.08978872654401393
0.27335020696739254,0.08604123895656036,0.33072637698378493,-0.6405724014143758
0.2648390940370548,0.04737169579986985,0.33422943605625166,-0.6334640125448112
0.21453703332029056,-0.1616033999099597,0.3390209270742864,-0.5720499285563971
0.254278322861728,0.005825814554603561,0.3812831407701317,0.04441621603037976
0.2426950895083874,-0.03881061986526922,0.34637798693333927,-0.43785715718413637
0.2291741890675842,-0.09475198092030075,0.3431198921414431,-0.45654544464167374
0.3005866776855011,0.23812062465856668,0.3750946647837232,0.003981326291719374
0.29913613575627374,0.22834903510201499,0.36946425504764735,-0.07375791289187583
0.3000421402913863,0.2197722870525886,0.3618065872755497,-0.16104301315375438
0.2965825609290716,0.1926170927905503,0.3540238227420781,-0.27454030253754347
0.29329636003949094,0.16757687641104213,0.3499359330479316,-0.2997437270168415
0.30202309764772195,0.24060350202219785,0.36611236366455874,-0.07497544597445573
0.30331832237890877,0.22864196336130233,0.35771362271639373,-0.1732081534120108
0.30316243009604615,0.2656428934409792,null,null
0.3018981395724586,0.25175390242013196,null,null
0.2956665362002537,0.1775232247915812,null,null
0.29789468660638996,0.18809406988541585,null,null
0.2921707639226021,0.1440689096606155,null,null
0.28304493985701246,0.08748601924799225,null,null
0.28653710269186716,0.10527839024226554,null,null
0.2807392963400939,0.06866213523379315,null,null
0.27376971902085084,0.031890113499726654,null,null
