"y=0.4: Direction [1,0,0] (m)","y=0.4: Pressure Coefficient","y=0.925: Direction [1,0,0] (m)","y=0.925: Pressure Coefficient"
0.21306737478612658,-0.14921365905288964,0.3161521616786674,-0.5372564972048236
0.2232105499452457,-0.12027771303568148,0.3150352618663536,-0.020840222357008185
0.2184641149105673,-0.12435250226197725,0.3154669732209263,-0.027179184477446303
0.2912251206690726,0.06192918769962363,0.3168903939001466,-0.5523259921655506
0.2884184910633879,0.048964606582381345,0.3177658164430661,-0.5745445216637637
0.2841949040658913,0.041360176536232494,0.3146759600141221,0.12976520354091065
0.2792365544436347,0.02295866351333742,0.3148009057170738,0.12601240615748627
0.2759241192934671,0.021407043477546208,0.31888647331085573,-0.5410412306890517
0.2329245095947438,-0.09481759944866311,0.31467157671681495,0.6181480773985522
0.22822513388887142,-0.09941172390764437,0.31477055723762337,0.634810571294241
0.25949569673560385,-0.024499070526287317,0.32023714405276227,-0.5094135244590016
0.2511564766104526,-0.044116348423679855,0.3149785746331595,0.6687615946722919
0.24222598497121417,-0.06956593896431466,0.31530550315270545,0.6576670039842661
0.2700523416399877,0.00901058835656693,0.32219965288936936,-0.4860889069947537
0.2635408142701192,-0.005508950408174528,0.3156268709590326,0.3577376591063493
0.23755552571910707,-0.07329719021533179,0.31613321557729346,0.3422811569267557
0.26674753397661355,-0.006786803077752281,0.32466243312011717,-0.46258542616809756
0.2728468231311916,0.008317930666720924,0.3165456192326801,0.2025270237009021
0.22688642153545885,-0.205042047688819,0.3171575772777502,0.18183775446216277
0.22134014895860257,-0.21782130599242788,0.3276394832433429,-0.4488508141048128
0.23522311093256032,-0.1639125695652281,0.31843969932693095,0.08489866283694196
0.24558517848295058,-0.11967145022322706,0.33177947685987186,-0.42426101118206727
0.29552877305078634,0.07111725824525833,0.31983526876527446,0.0028897118913457018
0.25500798532369484,-0.09086165883888965,0.3369900907962379,-0.3993699056427799
0.29327625209767366,0.05637214163154171,0.3214120933707998,-0.044485122181128295
0.29040473196217864,0.04785807748611695,0.34295670668190115,-0.35094772552521636
0.27017068604671307,-0.027206299968290684,0.34640834138880217,-0.34577513082635847
0.2621790444283716,-0.05791799212151419,0.3233973089284722,-0.07933320434460818
0.28635804231832784,0.028622577499754248,0.35004748964531446,-0.283130801286332
0.28917913745278856,0.036754471917622926,0.32539833172590005,-0.09026214659383408
0.2804804171248147,0.004979066650589406,0.3572505836830262,-0.21098720534201715
0.2741634753151302,-0.01989411083847986,0.3279712269057611,-0.1359172774293107
0.2675469067968639,-0.042519845629141566,0.3650189162729285,-0.14625343832493548
0.21507634563923708,-0.2578627667803348,0.33197249798653156,-0.15868274587138093
0.19452020033523107,-0.3600041730172545,0.372459955286066,-0.09150823309720384
0.20498629877304003,-0.31028469729064134,0.33705172504521963,-0.18759854231718387
0.16354395285485235,-0.4214770782463203,0.3791586836000186,-0.047049481549069655
0.1597209253334056,-0.4352095381625939,0.3429763354738723,-0.19372807115419347
0.1784872396359513,-0.402313690942443,0.38391503263135685,-0.01490601179907963
0.1858605845801971,-0.38057833291671256,0.3873551255327784,0.0042720512165513765
0.1709354803345995,-0.4149393867549828,0.3464134530763689,-0.19633843176587437
0.1570008136647289,-0.43149059912265697,0.35003157371987537,-0.17007207353022905
0.1531886050832768,-0.4477710398120973,0.38924250574251273,0.01057992806701024
0.15001138889404816,-0.4533884936380319,0.39048838366796945,0.025588370414081307
0.14672598393529285,-0.45956003675435375,0.35719267340574473,-0.13034153939127882
0.14463044235970862,-0.4695611829804987,0.39277129374653463,0.03262237296771401
0.1429855609119244,-0.46986231438199405,0.3648875723613959,-0.09122835800190916
0.14131216226079785,-0.46996127562977635,0.39481865208230776,0.05037035166544984
0.13994497502569572,-0.46288787568298817,0.39665927323555467,0.06162040457482705
0.13877074254907382,-0.4570788345509763,0.39802708124300784,0.07001518518121862
0.1379291118012973,-0.4231237118934562,0.37205810547534524,-0.0567588130735817
0.13722354769863687,-0.29958863660688484,0.3991083368155799,0.07731954019476019
0.13651796138134037,0.20401193112990584,0.3791516618790274,-0.023386104499019227
0.13614277199792268,0.2986213820490857,0.4001066901107542,0.08442930914080274
0.1361380951022635,0.6017830264365451,0.38446969278318266,-6.480774350027765E-4
0.13648544285918945,0.6724070309655659,0.4011360138324406,0.09763869859101491
0.13717745238522816,0.506571194934917,0.38798254521865894,0.018587516996413457
0.13805802544716675,0.33991594550350035,0.40200652891086996,0.09000649010871134
0.13911074085515265,0.2360528520432458,0.3916514578610789,0.03761333899405626
0.14022988008299403,0.15717697736321437,0.4018895911253502,0.09180394757252604
0.14139903967636985,0.0940899508809009,0.394509043481614,0.05724253139658661
0.14290989596148967,0.06431107250904088,0.4011872174927708,0.09802407862888242
0.14511213946606402,0.007741571380529292,0.3961416391605728,0.061380213448627576
0.14759355015262177,-0.04851917730220764,0.3969243947435699,0.06935170643261891
0.1499308967156603,-0.048909514069173335,0.40021960246538,0.08880439811564286
0.1516395269203938,-0.08833531636681849,0.39841375993244477,0.07321757338591352
0.15423813680388304,-0.08426606194531203,null,null
0.15888065738326113,-0.12199930148431856,null,null
0.16446108837622056,-0.1500560562505749,null,null
0.17100171914796564,-0.17607332738833256,null,null
0.18046782373091064,-0.19134744105942134,null,null
0.1870478950343974,-0.19941120041964414,null,null
0.19251885177156883,-0.19643301348823788,null,null
0.2026863314986121,-0.17910754598832965,null,null
0.2995946402036625,0.088097856961711,null,null
0.30098072496718065,0.09522250075246978,null,null
