"y=0.4: Direction [0,0,1] (m)","y=0.4: Pressure Coefficient","y=0.925: Direction [0,0,1] (m)","y=0.925: Pressure Coefficient"
-3.105640575078802E-4,0.7326032463406704,-0.0016003497116271232,0.05454703538592437
-0.0011630864145900433,0.724048187342692,-0.003346553506095907,-0.0983486311842243
1.0116046745606641E-4,0.4355418626377166,-0.0038906234275258226,-0.15718763327992455
3.8768398220787866E-4,0.46804420688186515,-0.0020602584476242932,0.021391967737904326
-0.0021348041117769958,0.40512213802428965,-0.003577234813205726,-0.11016797513551001
-0.0025907125935201065,0.3895725397977372,-0.0012399437205102147,0.08315533772636004
0.0011821875755114249,0.39537256785085856,-0.0030218860954212166,-0.04673408759633983
-0.0028602130918578923,0.2262554138729257,-0.003714482767025667,-0.1477213146051686
-0.0033434122353298793,0.21515984498150548,-0.00414456692910555,-0.20446751743780386
0.002224431837870959,-0.27261220372791906,-0.004301559372214841,-0.22196763656621252
0.002981890728011077,-0.42422816052251044,-0.0026619782732054008,-0.022173479158486515
-0.0038694916984032207,0.11549693099908484,-0.0035210309094180076,-0.13419539489638233
0.003934295338148246,-0.49739890555876726,-0.0032394202936992453,-0.07351380222204609
0.003589030302206922,-0.4865930378619905,-0.004275821017506325,-0.2383751873270275
-0.004377908783856738,0.06053397495574356,-0.004002937423779377,-0.19460846836924683
0.004299003535887316,-0.49733349958504175,-7.281765473908997E-4,0.10789515974243273
3.775643628763503E-5,0.14539237656741358,-9.003107925318775E-4,0.10831174142239873
-5.0433796181582573E-5,0.15989672012510517,-0.0025963949888337013,0.022614546919407022
-0.005265447076717986,-0.01893812224140741,-0.0043300443444291205,-0.2314672037901568
-0.004868006422990118,-0.0037163992460798006,-0.003727986532793214,-0.11603604849271712
0.004844806266576842,-0.4943617276424414,-0.004163087393679276,-0.19023259146393476
1.546511431949133E-4,0.15500828444309428,-3.4955249533679723E-4,0.13791389971547124
-1.650133714781314E-4,0.16358886172631032,-5.71840604695851E-4,0.12707357051789747
-2.8056670624723284E-4,0.1594697274316597,-0.0021416136917752687,0.11954127893801196
-0.005640153189998855,-0.06542170023002006,-1.731163268408975E-4,0.14908504110044166
0.005375202651000023,-0.5030893556685494,-0.0016509396842975354,0.2535090431912657
3.285991515475469E-4,0.14329535295765083,-4.280648634529751E-5,0.14260374856009028
-4.086356470664609E-4,0.1520103255287728,-8.845405805046791E-4,0.7474782824465019
-0.006178304358751049,-0.08987978713452313,-1.1048528108565558E-4,0.7178023630571841
0.006067868389613432,-0.5158411495372476,5.674098479502968E-5,0.12709403486925258
7.186163474655178E-4,0.12784744216907942,-3.011141841713702E-4,0.7441161865805717
5.19453679450777E-4,0.1320524187713256,2.4452414361744257E-4,0.2487127571027993
-6.36674409612387E-4,0.14162788029083526,2.132154372755277E-4,0.14326580914328457
-0.0067577365931073,-0.13472388438404553,0.0012043648315794562,0.06206723331031868
0.0067916581783731625,-0.5221589581123591,7.660806730751767E-4,0.06384700431551286
0.0010313723299278208,0.10833489084175245,4.4296971166398087E-4,0.1256548947606452
-9.307119654310702E-4,0.1273316012708604,0.0014526218837682824,-0.5103925688516034
-0.007328702517357597,-0.1703127775742629,0.001737042446092312,-0.5362612026441371
0.007406620717983165,-0.5209803141474882,0.002153767024242482,-0.7025914250100636
0.0018474872598819706,0.06810967919526881,5.982793860007074E-4,0.11451595850192671
0.0015352115956214214,0.08066231942283988,7.08911236013116E-4,0.11348784596068905
-0.0012686131290074235,0.11138051793651019,0.0025980965079498717,-0.7143920569566311
-0.007863236627049401,-0.19633128400526292,9.80675702161842E-4,0.09089815789520052
0.00790906229780483,-0.5222170782667468,0.003022021882952576,-0.6803834091377555
0.0024031810136812904,0.04556878057843042,0.0014193662316898626,0.06421719921056127
0.002053709262758216,0.05335271296876103,0.003347049088448545,-0.6565772144620621
-0.0020126102447026073,0.08537460958195592,0.0036486139343880775,-0.6434925792945703
-0.0017064753557757362,0.093104592642963,0.0018770159404162801,0.026788781032791018
-0.00821037237131058,-0.22452354706483943,0.004146427694082444,-0.5794328844615405
0.00821686994502855,-0.5038091074851964,0.00392998720628177,-0.5884031704128367
0.003121800958038844,0.00906060615632777,0.0043025222688059875,-0.5297522233849515
0.002677057769643253,0.022447234539967175,0.0028993946543033064,-0.08087429038447244
0.0038271586397896204,-0.030944542396417425,0.00242034648156109,-0.009108388357713899
-0.0027145562425611716,0.06517310870455978,0.003483406619050118,-0.16179647220074223
-0.002242898777585809,0.06952845899300468,0.003967953256229034,-0.2711408046088379
-0.008235825336700246,-0.22594518346702316,0.004270748965064026,-0.41323680262310836
0.004679318993003447,-0.07515026574053052,0.004328091561363814,-0.42935470931395264
0.005696243979548541,-0.1331319585477115,0.003167871641866075,-0.08354563880657738
0.007201837821313331,-0.24489732285097537,0.0037614598136473747,-0.1750799836521812
0.00828996925481339,-0.4729750240958664,0.004158985698166827,-0.2921717404135886
-0.0034750548005740038,0.031447189671862,null,null
-0.004411547736269556,-0.005408791577464182,null,null
-0.005402852848471916,-0.04738777309952488,null,null
-0.006457459453648191,-0.09869060501684361,null,null
-0.007420089507908203,-0.1597866297837777,null,null
-0.008001355334019144,-0.20504203139857188,null,null
0.006714347365643827,-0.2229578895853583,null,null
0.007527808804972604,-0.3086920034000238,null,null
0.008053573155656003,-0.4014443289487306,null,null
